maxsize,AUC,F1,Recall,Precision,公式長度
10,0.7136530732281148,0.38881491344873503,0.7227722772277227,0.2659380692167577,29
25,0.5,0.0,0.0,0.0,17
40,0.7111533183021272,0.38881491344873503,0.7227722772277227,0.2659380692167577,42
60,0.5,0.0,0.0,0.0,17
